Date,1,2,3,4,5,6,8,10,11,12,13,15,16,18,20,22,24,32,36,40,42,48,52,64,66,72,80,96,132,144,192,240,320,Total
31/03/15,3,,,,,,,,,,,,21,,,,3,2,,,,,,,,,,,,,,,,29
1/04/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2/04/15,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
3/04/15,2,,,,,,,,,,,,12,,,,,9,,,,,,,,,,,,,,,,23
4/04/15,,,,,,,,,,,,,16,,,,,53,,,,,,,,,,,,,,,,69
5/04/15,,,,,,,,,,,,,342,,,,,57,,,,,,,,,,,,,,,,399
6/04/15,,,,,,,,,,,,,204,,,,,25,,,,,,,,,,,,,,,,229
7/04/15,,,,,,,,,,,,,156,,,,,19,,,,,,,,,,,,,,,,175
8/04/15,,,,,,,,,,,,,210,,,,3,84,,,,,,,,,,,,,,,,297
9/04/15,,,,,,,,,,3,,,338,,,,1,89,,,,1,,,,,,,,,,,,432
10/04/15,,,,,,,1,,,,,,291,,,,,8,,,,,,,,1,,,,,,,,301
11/04/15,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,226
12/04/15,,,,,,,,,,,,,217,,,,,,,,,,,,,,,,,,,,,217
13/04/15,,,,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,225
14/04/15,,,,,,,,,,,,,99,,,,,3,,,,,,,,,,,,,,,,102
15/04/15,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,131
16/04/15,,,,,,,,,,,,,53,,,,,1,,,,,,,,,,,,,,,,54
17/04/15,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,24
18/04/15,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,65
19/04/15,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,59
20/04/15,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,26
21/04/15,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,82
22/04/15,,,,,,,,,,,,,124,,,,1,3,,,,,,,,,,,,,,,,128
23/04/15,,,,,,,,,,,,,133,,,,,3,,,,,,,,,,,,,,,,136
24/04/15,2,,,,,,,,,,,,95,,,,,4,,,,,,,,,,,,,,,,101
25/04/15,2,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,92
26/04/15,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,19
27/04/15,1,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,62
28/04/15,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,112
29/04/15,,,,,,,,,,,,,78,3,,,,,,,,,,,,,,,,,,,,81
30/04/15,,,,,,,,,,,,,97,3,,,1,,,,,,,,,,,,,,,,,101
1/05/15,1,,,,,,,,,,,,24,,,,,,,,,,,,,2,,,,,1,,,28
2/05/15,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,9
3/05/15,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,6
4/05/15,2,,,,,,,,,,,,29,,,,,1,,,,,,,,,,,,,,,,32
5/05/15,2,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,33
6/05/15,,81,,,,,,,,,,,158,,,,,,,,,,,,,1,,,,1,2,,,243
7/05/15,,141,,,,,,,,,,,166,,,,,6,,,,,,,,,,,,,1,,,314
8/05/15,1,119,,1,,,,,,,,,141,,,,,3,,,,,,,,,,,,,,,,265
9/05/15,,122,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,212
10/05/15,,92,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,94
11/05/15,,97,,,,,,,,,,,202,,,,,5,,,,,,,,,,,,,,,,304
12/05/15,1,99,,,,,,,,,,,98,,,,,1,,,,,,,,,,,,,,,,199
13/05/15,,101,,,,,,,,1,,,176,,,,,,,,,,,,,1,,,,,,,,279
14/05/15,,106,,,,,,,,,,,104,,,,,1,,,,,,,,,,,,,,,,211
15/05/15,,113,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,225
16/05/15,,93,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,142
17/05/15,,94,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,106
18/05/15,,94,,,,,,,,,,,61,,,,,,,,,,,,,,,1,,,,,,156
19/05/15,,109,,,,,,,,,,,186,,,,,,1,,,,,,,,,,,,,,,296
20/05/15,,102,,,,,,,,,,,97,,,,,5,,,,,,,,,,,,,,,,204
21/05/15,,100,,,,,,,,,,,18,,,,,1,,,,,,,,,,,,,,,,119
22/05/15,,90,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,115
23/05/15,,99,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,100
24/05/15,,97,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,107
25/05/15,,111,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,130
26/05/15,,97,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,142
27/05/15,,100,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,150
28/05/15,,93,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,135
29/05/15,,108,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,133
30/05/15,,92,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,186
31/05/15,,50,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,51
1/06/15,,1,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,30
2/06/15,,1,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,15
3/06/15,,67,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,106
4/06/15,,136,,,,,,,,,,,178,,2,,,,,,,,,,,,,,,,,,,316
5/06/15,,90,,,,,,,,,,,83,,,,,1,,,,,,,,,,,,,,,,174
6/06/15,,111,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,140
7/06/15,,99,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,299
8/06/15,,95,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,337
9/06/15,,110,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,180
10/06/15,,146,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,222
11/06/15,,110,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,156
12/06/15,,100,,,,,,,,,,,280,,,,,1,,3,,,,,,,,,,,,,,384
13/06/15,,121,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,138
14/06/15,,37,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,71
15/06/15,,67,,,,,,,,,,,132,,,,,2,,,,,,,,,,,,,,,,201
16/06/15,,155,,,,,,,,,,,43,,,,,2,,,,,,,,,,,,,,,,200
17/06/15,,97,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,136
18/06/15,,91,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,186
19/06/15,,96,,,,,,,,,,,82,,,,,1,,,,,,,,,,,,,,,,179
20/06/15,,92,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,105
21/06/15,,24,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,37
22/06/15,,40,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,114
23/06/15,,92,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,127
24/06/15,1,95,,,,,,,,,,,367,,,,,1,,,,,,,,,,,,,,,,464
25/06/15,,93,4,,,,,,,,,,1054,,,,,,,,,,,,,,,,,,,,,1151
26/06/15,2,92,,,,,,,,,,,433,,,,3,,,,,,,,,,,,,,,,,530
27/06/15,,92,1,,,,,,,,,,41,,,,1,,,,,,,,,,,,,,,,,135
28/06/15,,106,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,143
29/06/15,3,102,,,,,,,,,,,159,,,,1,1,,,,,,,,,,,,,,,,266
30/06/15,6,90,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,183
1/07/15,5,92,,,,,2,,,,,,64,,,,,5,,,,,,,,,,,,,,,,168
2/07/15,,59,,,,,,,,,,,251,,,,,,,,,,,,,,,,,,,,,310
3/07/15,1,62,,,,,8,,,,,,228,,,,,,,,,,,,,,,,,,,,,299
4/07/15,,91,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,113
5/07/15,,92,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,94
6/07/15,4,113,,,,,,,,,,,49,,,,,1,,,,,,,,,,,,,,,,167
7/07/15,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,104
8/07/15,,85,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,169
9/07/15,2,115,,,,3,,,,,,,95,,,,,1,,,,,,,,,,,,,,,,216
10/07/15,,97,,,,1,,,,,,,257,,,,,1,,,,,,,,,,,,,,,,356
11/07/15,,92,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,107
12/07/15,,93,,,,,,,,,,,163,,,,,1,,,,,,,,,,,,,,,,257
13/07/15,8,106,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,264
14/07/15,1,92,,,,4,,,,,,,241,,,,,,,,,,,,,,,,,,,,,338
15/07/15,3,93,,,,133,,,,,,,95,,,,8,13,,,,,,,,,,,,,,,,345
16/07/15,5,95,,,,1,,,,,,,104,,,,,2,,,,,,,,,,,,,,,,207
17/07/15,7,104,,,,,,,,1,,,68,,,,,,,,,4,,,,1,,,,,,,,185
18/07/15,,96,,,,,,,,,,,32,,,,,,,,,7,,,,,,,,,,,,135
19/07/15,,98,,,,,,,,,,,30,,,,,,,,,16,,,,,,,,,,,,144
20/07/15,2,126,,,,,,,,,,,51,,,,,,,,,6,,,,,,,,,,,,185
21/07/15,,52,,,,,,,,,,,432,,,,,,,,,2,,,,,,,,,,,,486
22/07/15,3,91,,,5,,,,,,,,79,,,,,,1,,4,,,,,,,,,,,,,183
23/07/15,,119,,,,,,,,,,,206,,,,,,,,3,7,,,,,,1,,,,,,336
24/07/15,1,126,,,,,,,,6,,,402,,,,7,5,5,,,6,,,,,,1,,,,,,559
25/07/15,,93,,,,,,,,1,,,24,,,,,1,,,,2,,,,,,,,,,,,121
26/07/15,,91,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,102
27/07/15,,113,,,,,,,,1,,,38,,,,,,2,,,,,,,,,,,,,,,154
28/07/15,,108,,,,,,,,2,,,141,,1,,,1,1,1,,,,,,,,,,,,,,255
29/07/15,1,130,,,,,,,,2,,,135,,,,,,1,,3,,,,,1,,,,,,,,273
30/07/15,,131,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,248
31/07/15,3,118,,,,,,,,1,,,100,,,,1,,,,,,,,,,,,,,,,,223
1/08/15,,112,,,,1,,,,,,,36,,,,,,,,,1,,,,,,,,,,,,150
2/08/15,,109,,,,,,,,,,,7,,,,,1,3,,,1,,,,,,,,,,,,121
3/08/15,,110,2,,,1,,,,,,,91,,,,,1,12,,,,,,,,,,,,,,,217
4/08/15,,34,,,,2,,,,,,,63,,,,,,,,1,,,,,,,,,,,,,100
5/08/15,1,71,,,,,,,,,,,147,,,,,1,,,,,,,,,,,,,,,,220
6/08/15,,152,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,267
7/08/15,1,121,,,,,,,,,,,41,,,,,2,,,,,,,,,,,,,,,,165
8/08/15,,2,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,15
9/08/15,,2,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,18
10/08/15,,72,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,154
11/08/15,,93,,,,1,,,,,,,54,,,,,1,,,,10,,,1,,,,,,,,,160
12/08/15,,98,,,,,,,,,,,60,,,,,,,,,10,,,,2,,,,,,,,170
13/08/15,,93,,,,,38,,,,,,90,,,,,,,,,6,,,,3,,,,,,,,230
14/08/15,,101,,,,,5,,,,,,113,,,,,,1,,,5,,,,1,,,,,,,,226
15/08/15,,92,,,,,,,,,,,41,,,,,,4,,,,,,,,,,,,,,,137
16/08/15,,92,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,149
17/08/15,,101,,,,,,,,,,,113,,,,,,,,,,,,,4,,,,,,,,218
18/08/15,,92,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,178
19/08/15,,104,,,,,,,,,,,45,,2,,,,,,,,,,,3,,,,,,,,154
20/08/15,,121,,,,,,,,,,,44,,2,,,,,,,,,,,6,,,,,,,,173
21/08/15,,120,,,,,,,,,,,46,,4,,1,,3,,,,,,,6,,,,,,,,180
22/08/15,,92,,,,,,,,,,,59,,,,,1,,,,,,,,2,,,,,,,,154
23/08/15,,169,,,,,,,,,,,43,,,,,,,,,,,,,3,,,,,,,,215
24/08/15,,298,,,,,,,,,,,66,,,,,1,,,,,,,,1,,,,,,,,366
25/08/15,,201,,,,,,,,,,,97,,,,,1,,,,,,,,,,,,,,,,299
26/08/15,11,188,,,,,,,,,,,77,,,,,1,,,,1,,,,,,,,,,,,278
27/08/15,4,92,,,,,1,,,,,,115,,,,,1,,,,1,,,,,,,,,,,,214
28/08/15,25,115,,,,,,,,,,,176,,,,,,,,,1,,,,1,,,,,,,,318
29/08/15,1,100,,,,,,,,,,,13,,,,,1,,,,3,,,,,,,,,,,,118
30/08/15,20,95,,,,,,,,,,,8,,,,,,,,,1,,,,1,,,,,,,,125
31/08/15,,98,,,,,,,,,,,45,,,,,,,,,6,,,,1,,,,,,,,150
1/09/15,,98,,,,,,,,,,,69,,,,,1,,,,2,,,,3,,,,,,,,173
2/09/15,,126,,,,,,,,,,,80,,,,,1,1,,,3,,,,,,,,,,,,211
3/09/15,3,237,,,,,,,,,,,67,,,,,15,,,,3,,,,,,,,,,,,325
4/09/15,,103,,,,,,,,,,,66,,8,,,,1,,,8,,,,,,,,,,,,186
5/09/15,,93,,,,,,,,,,,23,,3,,,,,,,2,,,,,,,,,,,,121
6/09/15,,92,,,,,,,,,,,39,,4,,,,,,,4,,,,,,,,,,,,139
7/09/15,,38,,,,,,,,,,,15,,,,,,1,,,,,,,,,,,,,,,54
8/09/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9/09/15,,,,,,1,,,,,,,232,,,,,5,1,,,,,,,,,,,,,,,239
10/09/15,,,,,,4,,,,,,,602,,15,,,4,7,3,,2,,,,9,,,,,,,,646
11/09/15,,,,,,3,,,,,,,197,,46,,,,1,,,1,,,,,,,,,,,,248
12/09/15,,,,,,3,,,,,,,33,,4,,,,,,,,,,,,,,,,,,,40
13/09/15,,,,,,1,,,,,,,44,,,,,,11,,,,,,,,,,,,,,,56
14/09/15,,,,,,2,,,,1,,,191,,26,,11,54,6,,,4,,,,,,,,,,,,295
15/09/15,,,,,,3,,,,18,,,122,,1,,1,43,,,,4,,,,,,,,,,,,192
16/09/15,,,,,,1,,,,2,,,139,,3,,,6,,,,15,,,,,,,,,,,,166
17/09/15,,,,,,7,,,,,,,193,,2,,,8,,,,,,,,,,,,,,,,210
18/09/15,,,,,,3,,,,,,,186,,13,,,10,,,,1,,,,1,,,,,,,,214
19/09/15,,,,,,,,,,,,,124,,,,,,,,,1,,,,,,,,,,,,125
20/09/15,,,,,,7,,,,,,,131,,,,,28,,,,4,,,,,,,,,,,,170
21/09/15,,,,,,2,,,,,,,219,,34,,,17,3,2,,4,,,,,,,,,,,,281
22/09/15,,,,,,2,,,,3,,,201,,24,,8,6,15,5,,5,,,,,,,,,,,,269
23/09/15,,,,,,,,,,,,,149,1,15,,2,6,1,1,,4,,,,,,,,,,,,179
24/09/15,,,,,,10,,,,,,,202,,14,,6,6,,2,,,,,,,,,,,,,,240
25/09/15,,,,,,5,,,,,,,71,,53,,8,,1,,,,,,,,,,,,,,,138
26/09/15,,,,,,5,,,,,,,82,,9,,25,,,,,,,,,,,,,,,,,121
27/09/15,,,,,,1,,,,,,,54,,,,24,,,,,,,,,,,,,,,,,79
28/09/15,,,,,,5,,,,,,,149,,15,,23,,,,,,,,,,,,,,,,,192
29/09/15,,,,,,6,,,,,,,157,,13,,18,1,,,,,,,,,,,,,,,,195
30/09/15,,,,,,8,,,,,,,139,,14,,,,2,,,,,,,,,,,,,,,163
1/10/15,,,,,,8,,,,,,,173,,15,,,,,,,,,,,,,,,,,,,196
2/10/15,,,,,,4,,,,,,,166,,4,,,,4,,,,,,,,,,,,,,,178
3/10/15,,,,,,6,,,,,,,139,,1,,,3,4,,,,,,,,,,,,,,,153
4/10/15,,,,,,4,,,,,,,184,,,,,,2,,,,,,,,,,,,,,,190
5/10/15,,,,,,18,,,,2,,,180,,,,,2,2,,,,,,,,,,,,,,,204
6/10/15,,,,,,7,,,,,,,112,,,,,,1,,,,,,,,,,,,,,,120
7/10/15,,,,,,8,,,,1,,,320,,19,,,,,,,,,,,,,,,,,,,348
8/10/15,,,,,,3,,,,,,,398,,,,,,,,,,,,,,,,,,,,,401
9/10/15,,,,,,2,,,,,,,182,,16,,,,,,,,,,,,,,,,,,,200
10/10/15,,,,,,4,,,,,,,113,,3,,1,,3,,,,,,,,,,,,,,,124
11/10/15,,,,,,,,,,,,,122,,2,,1,,,,,,,,,,,,,,,,,125
12/10/15,,,,,,7,,,,,,,134,,,,,10,1,,,,,,,,,,,,,,,152
13/10/15,,,,,,7,,,,,,,133,,1,,,1,,,,,,,,,,,,,,,,142
